,X,YYYY.MM.DD,HH.mm.SS.ss,ET,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
7164,74,4/10/57,56:46.0,le,4.07,l,32.191,-115.813,6,D,3295945,23,0
7169,79,4/16/57,44:57.2,le,4.08,l,33.066,-116.428,6,C,3295950,26,0
7174,84,4/25/57,57:36.9,le,5.19,l,33.119,-115.681,6,C,3295960,25,0
7178,88,4/25/57,05:00.9,le,4.31,l,33.1,-115.7,6,D,3295966,8,0
7184,94,4/25/57,21:46.4,le,4.26,l,33.06,-115.772,6,D,3295972,13,0
7185,95,4/25/57,24:13.3,le,5.05,l,33.223,-116.028,6,D,3295973,16,0
7187,97,4/25/57,47:34.5,le,4.06,l,33.008,-115.549,6,C,3295975,9,0
7188,98,4/25/57,49:08.9,le,4.72,l,32.902,-115.965,6,D,3295977,7,0
7191,101,4/26/57,01:25.0,le,4.29,l,33.163,-115.733,6,D,3295981,20,0
7206,116,5/26/57,59:33.6,le,4.97,l,33.274,-116.01,6,C,3296029,32,0
7218,128,6/4/57,30:55.6,le,4.46,l,32.241,-115.531,6,D,3296048,19,0
7238,148,7/2/57,56:37.1,le,4.16,l,32.977,-116.288,6,C,3296072,22,0
7278,188,9/7/57,19:11.4,le,4.12,l,32.13,-115.095,6,D,3296197,19,0
7282,192,9/29/57,14:15.2,le,4.26,l,32.421,-114.951,6,D,3296203,19,0
7319,229,12/4/57,51:43.9,le,4.26,l,34.09,-116.412,6,C,3296301,18,0
7329,239,12/12/57,00:06.0,le,4.34,l,34.244,-116.194,6,C,3296325,26,0
7332,242,12/15/57,16:41.4,le,4.45,l,32.304,-115.483,6,D,3296342,28,0
7433,88,7/14/58,25:55.1,le,4.44,l,34.35,-119.512,16.2,B,3296690,21,0
7496,151,10/10/58,05:13.2,re,4.71,l,36.019,-120.757,6,C,3296778,27,0
7521,176,11/16/58,34:03.9,le,4.12,l,34.461,-119.954,10.9,B,3296821,30,0
7525,180,11/27/58,04:22.3,re,4.24,l,36.487,-121.622,6,C,3296825,32,0
7527,182,12/1/58,21:17.6,le,5.75,l,32.216,-115.754,6,D,3296828,30,0
7530,185,12/1/58,50:05.0,le,4.73,l,32.023,-115.852,6,C,3296831,33,0
7531,186,12/1/58,26:47.4,le,4.57,l,32.151,-115.771,6,C,3296832,34,0
7532,187,12/1/58,02:29.9,le,5.39,l,32.08,-115.882,6,C,3296833,32,0
7533,188,12/1/58,03:00.0,le,4.6,h,32.15,-115.8,6,Z,10086466,0,0
7535,190,12/2/58,54:58.9,le,4.49,l,32.194,-115.777,6,C,3296835,31,0
7540,195,12/6/58,23:58.2,le,4.24,l,32.18,-115.754,6,D,3296843,25,0
7541,196,12/6/58,31:15.3,le,4.27,l,32.082,-115.77,6,D,3296844,29,0
7543,198,12/8/58,51:26.0,le,4.24,l,32.281,-115.728,6,C,3296846,21,0
7544,199,12/8/58,52:43.8,le,4.28,l,32.199,-115.8,6,C,3296847,18,0
7550,205,12/15/58,21:10.3,le,4.26,l,32.481,-115.912,6,D,3296857,29,0
7557,212,12/20/58,07:31.2,le,4.21,l,32.226,-115.782,6,C,3296872,15,0
7560,215,12/20/58,05:56.3,le,4.22,l,32.066,-115.927,6,D,3296880,28,0
7569,224,12/25/58,27:04.0,le,4.4,l,32.058,-115.87,6,D,3296889,27,0
7574,1,1/5/59,36:02.4,le,4.72,l,36.165,-118.052,0.2,C,3296903,29,0
7588,15,1/16/59,10:05.1,le,4.32,l,36.129,-118.067,0.1,C,3296942,32,0
7593,20,1/19/59,45:59.9,le,4.09,l,36.163,-118.067,0,C,3296950,30,0
7594,21,1/22/59,23:45.9,le,4.33,l,32.024,-115.86,6,D,3296951,32,0
7663,90,5/17/59,56:59.0,le,4.16,l,32.177,-115.747,6,C,3297056,31,0
7678,105,6/1/59,35:34.4,le,4.5,l,32.535,-115.986,6,C,3297075,43,0
7683,110,6/12/59,03:13.2,le,4.02,l,33.495,-116.762,7.7,B,3297082,39,0
7699,126,7/1/59,49:23.6,le,4.63,l,35.178,-119.087,6,C,3297109,33,0
7739,166,8/4/59,25:26.4,le,4.18,l,33.74,-115.974,7.2,C,3297158,45,0
7746,173,8/9/59,28:14.1,le,4.26,l,32.065,-116.242,6,D,3297168,28,0
7756,183,8/18/59,52:21.3,le,4.35,l,33.126,-116.458,6,C,3297179,48,0
7761,188,8/26/59,32:50.9,le,4.33,l,34.017,-116.565,6,C,3297186,41,0
7774,201,9/19/59,16:41.9,le,4.02,l,32.022,-115.891,6,C,3297202,41,0
7776,203,9/21/59,17:52.9,le,4.03,l,32.122,-115.871,6,D,3297204,37,0
7779,206,9/26/59,40:48.7,le,4.2,l,32.039,-115.9,6,D,3297208,35,0
7785,212,10/1/59,35:33.6,le,4.69,l,34.42,-120.577,6,C,3297214,40,0
7801,228,10/24/59,35:15.3,le,4.14,l,35.75,-118.035,4.6,C,3297234,38,0
7843,1,1/2/60,51:45.9,re,4.04,l,35.556,-121.351,6,C,3351457,20,0
7862,20,2/3/60,37:17.8,le,4.64,l,32.077,-116.043,6,C,3351652,22,0
7902,60,4/21/60,39:19.7,le,4.24,l,32.709,-115.726,6,C,3350784,34,0
7929,87,6/11/60,36:55.4,le,4.31,l,32.229,-115.733,6,C,3350758,19,0
7941,99,6/28/60,00:47.5,le,4.09,l,34.126,-117.477,1.3,C,3350653,22,0
7947,105,7/1/60,13:44.4,le,4.44,l,35.141,-117.049,6,C,3350658,20,0
7956,114,8/1/60,39:29.7,le,4.31,l,33.133,-116.479,6,C,3350674,21,0
8041,15,1/28/61,12:46.3,le,5.05,l,35.758,-118.041,6,C,3347759,24,0
8065,39,2/28/61,22:53.0,le,4.4,h,32.168,-115.738,6,D,12277831,20,0
8083,57,3/27/61,00:38.6,le,4.31,l,36.728,-116.092,6,C,3344881,24,0
8097,71,4/28/61,30:19.2,le,4.29,l,33.095,-115.998,6,C,3344897,23,0
8111,85,5/28/61,59:47.9,le,4.25,l,33.736,-116.088,6,C,3344855,21,0
8116,90,5/31/61,23:39.6,le,4.09,l,32.022,-116.263,6,D,3344861,18,0
8119,93,6/10/61,17:25.0,le,4.17,l,32.083,-115.815,6,C,3344865,24,0
8144,118,7/31/61,07:06.7,re,4.64,l,35.88,-120.347,6,C,3344833,24,0
8157,131,8/22/61,19:34.0,le,4.35,l,33.068,-116.316,6,C,3344772,21,0
8161,135,8/23/61,00:47.6,le,4.69,l,33.053,-116.226,6,C,3344781,12,0
8169,143,9/1/61,51:49.0,le,4.07,l,35.212,-118.504,6,C,3344790,21,0
8175,149,9/12/61,18:49.2,le,4.75,l,32.742,-115.57,6,D,3344797,18,0
8176,150,9/12/61,20:38.0,le,4.1,h,32.5,-115.35,4.1,Z,12277843,0,0
8190,164,9/16/61,49:40.8,le,4.39,l,33.009,-116.245,6,C,3344696,22,0
8202,176,9/20/61,04:11.2,le,4.28,l,33.075,-116.219,6,C,3344711,25,0
8224,198,10/4/61,21:30.9,le,4.4,l,33.853,-117.754,0.6,B,3344750,22,0
8244,218,10/19/61,09:44.5,le,5.13,l,35.864,-117.795,6.3,B,3344648,28,0
8249,223,10/20/61,49:50.2,le,4.58,l,33.671,-117.984,0.6,A,3344656,23,0
8251,225,10/20/61,07:13.9,le,4.12,l,33.666,-117.981,0,A,3344658,23,0
8253,227,10/20/61,42:40.3,le,4.1,l,33.673,-117.98,0.3,B,3344660,24,0
8255,229,10/20/61,35:33.6,le,4.12,l,33.671,-118.007,0,A,3344662,23,0
8286,260,11/15/61,38:55.6,le,4.97,l,34.946,-118.987,5.5,B,3344602,20,0
8291,265,11/18/61,18:36.0,le,4.3,l,35.39,-117.77,6,C,3344605,22,0
8295,269,11/20/61,53:35.3,le,4.1,l,33.727,-117.971,6,C,3344609,21,0
8333,13,2/1/62,37:51.5,le,4.43,l,35.027,-120.955,6,C,3344466,27,0
8357,37,3/5/62,43:57.9,le,4.5,h,34.556,-121.437,6,C,12277847,16,0
8361,41,3/10/62,07:17.7,le,4.2,h,34.474,-121.815,6,D,12277851,17,0
8397,77,4/27/62,12:31.1,le,4.19,l,33.8,-117.1,1.2,B,3344428,26,0
8413,93,5/27/62,45:40.7,le,5.1,h,32.258,-115.769,6,D,10086670,16,0
8454,134,8/7/62,32:42.7,le,4.34,l,32.155,-115.841,6,D,3331701,19,0
8460,140,8/15/62,55:35.0,le,4.02,l,33.155,-116.053,6,D,3331710,25,0
8476,156,9/16/62,36:16.1,le,4.95,l,35.759,-118.051,6,C,3331691,23,0
8490,170,10/5/62,29:02.7,le,4.17,l,33.347,-116.251,6,C,3331642,21,0
8495,175,10/13/62,49:31.5,re,4.06,l,36.427,-120.849,6,D,3331651,27,0
8504,184,10/29/62,42:53.7,le,4.97,l,34.349,-116.866,6,C,3331521,24,0
8546,226,11/30/62,51:05.8,le,4.33,l,34.329,-116.938,6,C,3331496,25,0
8547,227,12/1/62,35:48.8,le,4.4,l,34.341,-116.9,6,C,3331497,23,0
8561,241,12/2/62,41:39.0,le,4.44,l,34.301,-116.886,6,C,3331510,19,0
8581,2,1/9/63,04:03.4,le,4.08,l,34.939,-119.136,5.8,B,3331464,23,0
8584,5,1/13/63,39:39.1,le,4.28,l,33.003,-116.207,6,C,3331469,22,0
8611,32,3/1/63,25:57.9,le,4.64,l,34.956,-118.971,8.4,C,3331412,23,0
8631,52,3/25/63,28:43.9,le,4.82,l,35.962,-114.861,6,D,3332155,25,0
8667,88,5/23/63,36:34.1,le,4.24,l,32.995,-115.642,6,C,3331347,33,0
8670,91,5/23/63,06:05.3,le,4.51,l,33.018,-115.576,6,C,3331314,27,0
8673,94,5/23/63,53:01.8,le,4.68,l,33.006,-115.645,6,C,3331316,23,0
8730,151,7/30/63,34:56.8,le,4.64,l,34.161,-116.189,6,C,3331237,24,0
8749,170,8/22/63,33:56.2,le,4.15,l,34.145,-116.192,6,C,3331259,23,0
8772,193,9/14/63,51:16.8,le,4.7,l,33.562,-118.329,6,C,3331219,23,0
8778,199,9/16/63,36:16.0,le,4.9,h,35.75,-118.05,6,Z,10086718,0,0
8791,212,9/23/63,41:52.8,le,5.29,l,33.704,-116.938,10.7,B,3331170,23,0
8810,231,10/27/63,50:22.7,le,4.02,l,33.28,-115.773,6,C,3331106,23,0
8811,232,10/27/63,52:47.1,le,4.07,l,33.402,-115.93,6,C,3331107,10,0
8813,234,10/27/63,58:12.3,le,4.57,l,33.145,-115.425,6,D,3331111,15,0
8819,240,10/27/63,12:50.4,le,4.29,l,33.189,-115.623,6,C,3331117,21,0
8827,248,10/28/63,14:18.3,le,4.14,l,33.273,-115.847,6,C,3331159,24,0
8875,1,1/2/64,48:41.4,le,4.22,l,35.442,-118.349,6,C,3331038,26,0
8881,7,1/6/64,47:13.1,le,4.55,l,34.373,-116.483,6,C,3331045,21,0
8901,27,2/7/64,07:50.0,le,4.46,l,35.466,-118.641,0.9,C,3331017,22,0
8902,28,2/7/64,10:52.1,le,4.29,l,35.481,-118.687,0,C,3331019,23,0
8954,80,5/15/64,56:35.8,le,4.4,h,32.456,-114.763,6,D,10086746,12,0
8963,89,6/6/64,47:35.6,le,4.08,l,34.5,-121.584,6,C,3330911,17,0
8995,121,8/4/64,45:43.3,le,4.03,l,33.551,-116.68,6.7,B,3330885,19,0
9018,144,9/23/64,09:36.2,re,4.41,l,36.135,-114.657,6,C,3330818,26,0
9020,146,10/5/64,21:08.4,le,4.06,l,33.02,-115.839,6,C,3330821,32,0
9021,147,10/5/64,24:55.6,le,4.32,l,33.055,-115.876,6,C,3330822,32,0
9044,170,11/21/64,25:58.2,le,4.36,l,32.835,-115.914,6,C,3330762,27,0
9053,179,11/29/64,25:26.1,le,4.28,l,32.967,-115.642,9.3,A,3330773,26,0
9074,3,1/1/65,04:17.8,le,4.46,l,34.129,-117.509,3.3,A,3330737,22,0
9145,74,4/15/65,08:33.5,le,4.61,l,34.135,-117.436,6,C,3330616,23,0
9158,87,5/3/65,30:48.8,re,4.03,l,36.483,-114.382,6,D,3338696,28,0
9170,99,6/16/65,42:06.3,le,4.3,l,33.079,-115.622,6,C,3330529,22,0
9180,109,6/17/65,30:21.1,le,4.36,l,33.109,-115.621,6,C,3330540,29,0
9181,110,6/17/65,40:11.9,le,4.14,l,33.058,-115.58,6,C,3330542,22,0
9182,111,6/17/65,43:04.9,le,4.1,l,33.019,-115.554,6,C,3330565,23,0
9203,132,7/16/65,46:22.3,le,4.09,l,34.519,-118.484,6,C,3330501,24,0
9216,145,7/27/65,04:40.8,le,4.21,l,33.243,-116.002,6,C,3330516,30,0
9239,168,8/26/65,53:50.8,le,4.09,l,33.239,-116.067,6,C,3330488,27,0
9240,169,8/26/65,38:13.8,le,4.45,l,33.256,-116.093,6,C,3330489,27,0
9260,189,9/19/65,42:10.7,le,4.37,l,35.939,-119.964,6,C,3330454,26,0
9264,193,9/25/65,43:43.3,le,5.14,l,34.714,-116.432,6,C,3330460,30,0
9265,194,9/25/65,48:03.0,le,4.85,l,34.697,-116.442,6,C,3330464,28,0
9268,197,9/26/65,00:01.5,le,4.69,l,34.723,-116.461,6,C,3330409,22,0
9280,209,10/17/65,45:18.8,le,4.95,l,33.99,-116.761,13,C,3330427,25,0
9401,50,3/19/66,21:56.5,le,4.06,l,33.257,-116.27,6,C,3330266,27,0
9451,100,6/21/66,46:05.2,re,4.49,l,35.174,-121.779,6,D,3330180,33,0
9461,110,6/28/66,08:59.9,re,4.69,l,35.809,-120.188,6,D,3330124,24,0
9463,112,6/28/66,26:15.7,re,5.47,l,35.791,-120.294,6,C,3330127,24,0
9464,113,6/28/66,28:36.0,re,4.5,h,35.95,-120.5,6,Z,10086774,0,0
9484,133,6/29/66,53:21.1,re,4.8,l,36.172,-120.729,6,C,3330147,29,0
9592,241,10/11/66,59:12.8,le,4.36,l,35.118,-117.315,6,C,3329994,25,0
9618,267,10/27/66,05:51.6,re,4.37,l,36.506,-121.254,6,D,3330021,30,0
9783,110,3/2/67,12:48.8,le,4.14,l,36.49,-117.635,6,C,3329760,27,0
9811,138,4/2/67,15:38.5,le,4.17,l,32.99,-116.275,6,C,3329736,21,0
9851,178,5/21/67,42:34.1,le,4.71,l,33.552,-116.632,8.4,C,3329635,30,0
9871,198,6/15/67,58:05.8,le,4.06,l,33.992,-117.991,9,B,3329599,31,0
9923,250,8/11/67,57:11.8,le,4.09,l,33.515,-116.582,19.3,B,3329527,32,0
9927,254,8/12/67,57:41.6,re,4.09,l,35.775,-120.328,6,C,3329531,27,0
10021,348,12/31/67,48:14.6,re,4.2,l,35.834,-120.498,6,C,3329420,31,0
10114,92,3/28/68,21:33.0,le,4.13,l,34.046,-116.08,6,C,3329115,31,0
10120,98,4/9/68,28:58.4,le,6.6,w,33.18,-116.103,10,C,3329122,29,0
10121,99,4/9/68,33:09.0,le,4.3,h,33.167,-116.117,0,Z,10084414,0,0
10123,101,4/9/68,39:27.5,le,4.23,l,33.167,-116.117,6,D,3329229,12,0
10128,106,4/9/68,03:50.9,le,5.2,h,32.875,-116.15,6,D,10084422,14,0
10132,110,4/9/68,48:10.6,le,4.54,l,33.069,-116.025,6,C,3329145,29,0
10133,111,4/9/68,58:35.9,le,4.14,l,33.013,-115.979,6,C,3329146,26,0
10152,130,4/9/68,00:37.8,le,4.08,l,32.999,-115.981,6,C,3329198,30,0
10168,146,4/9/68,31:03.8,le,4.45,l,33.296,-116.291,14,C,3329217,27,0
10219,197,4/14/68,55:58.5,le,4.33,l,33.229,-116.218,11,C,3329078,37,0
10228,206,4/16/68,30:28.9,le,4.48,l,33.076,-115.974,6,C,3329092,21,0
10237,215,4/18/68,42:12.9,le,4.12,l,34.324,-116.888,6,C,3329101,21,0
10245,223,4/23/68,18:23.8,le,4.17,l,32.015,-116.838,6,C,3328933,32,0
10313,291,5/22/68,26:55.1,le,4.04,l,33.315,-116.24,6,C,3328899,30,0
10379,357,6/29/68,12:21.5,le,4.29,l,34.232,-119.738,16.3,C,3328761,25,0
10380,358,6/29/68,13:56.3,le,4.42,l,34.277,-119.63,5.9,D,3328762,7,0
10393,371,7/5/68,45:16.7,le,5.05,l,34.139,-119.723,0.2,B,3328690,24,0
10409,387,7/7/68,33:31.2,le,4.56,l,34.207,-119.802,21,C,3328708,23,0
10547,525,12/17/68,53:51.2,le,4.61,l,33.038,-115.838,6,C,3328220,25,0
10576,4,1/9/69,42:38.5,re,4.1,l,36.396,-121.085,6,C,3328162,24,0
10592,20,1/23/69,01:00.4,le,4.75,l,33.892,-116.049,6,C,3327909,23,0
10598,26,1/25/69,00:00.6,le,4.12,l,33.888,-115.782,6,C,3327915,27,0
10629,57,2/28/69,56:12.7,le,4.35,l,34.553,-118.121,6,C,3327845,24,0
10697,125,4/28/69,20:44.9,le,5.46,l,33.259,-116.361,6,C,3327613,23,0
10711,139,5/5/69,02:09.3,le,4.3,l,34.312,-117.556,3.2,C,3327639,26,0
10727,155,5/19/69,40:32.8,le,4.47,l,33.359,-116.178,6,C,3327380,19,0
11000,428,10/14/69,18:42.8,le,4.43,l,32.93,-116.28,6,C,3326071,24,0
11011,439,10/22/69,51:27.0,le,5.24,l,34.52,-121.762,6,D,3326086,19,0
11013,441,10/23/69,02:55.1,le,4.06,l,34.704,-121.463,6,C,3326088,19,0
11028,456,10/24/69,29:12.4,le,4.85,l,33.336,-119.161,6,C,3326120,20,0
11032,460,10/24/69,12:07.4,le,4.02,l,34.618,-121.492,6,D,3326125,23,0
11035,463,10/24/69,26:43.6,le,4.63,l,33.343,-119.133,6,C,3326128,21,0
11052,480,10/27/69,16:02.1,le,4.4,l,33.526,-117.8,6,C,3326147,23,0
11061,489,10/31/69,39:29.5,le,4.6,l,33.461,-119.132,6,C,3326170,21,0
11069,497,11/4/69,40:41.5,le,4.38,l,34.493,-121.581,6,D,3325883,21,0
11072,500,11/5/69,54:09.4,le,5.4,l,34.595,-121.341,6,D,3325886,18,0
11074,502,11/5/69,48:41.2,le,4.55,l,34.413,-121.572,6,D,3325890,22,0
11092,520,11/9/69,27:38.3,le,4.16,l,34.181,-121.708,6,D,3325946,26,0
11097,525,11/10/69,21:25.4,le,4.08,l,34.615,-121.51,6,C,3325955,26,0
11107,535,11/15/69,57:58.9,re,4.26,l,36.789,-121.698,6,C,3325970,27,0
11225,42,1/21/70,23:52.6,le,4.02,l,32.32,-115.979,6,D,3324910,29,0
11276,93,3/19/70,29:04.6,re,4.03,l,36.95,-114.908,6,D,3324825,24,0
11406,223,7/8/70,25:30.4,le,4.07,l,35.419,-117.791,6,C,3323937,31,0
11454,271,7/23/70,59:47.6,le,4.35,l,32.012,-115.944,6,D,3324058,17,0
11520,337,9/12/70,10:11.2,le,4.03,l,34.258,-117.501,7.5,B,3323896,28,0
11522,339,9/12/70,30:53.0,le,5.22,l,34.255,-117.534,10.8,A,3323898,30,0
11530,347,9/13/70,47:48.8,le,4.21,l,34.26,-117.538,12.2,C,3323910,26,0
11688,505,12/30/70,04:49.4,le,4.28,l,35.76,-117.578,5.3,B,3323412,29,0
11746,54,2/9/71,00:41.9,le,6.6,w,34.416,-118.37,8.9,C,3347678,23,0
11747,55,2/9/71,01:12.5,le,5.8,h,34.416,-118.37,6,C,3360255,2,0
11748,56,2/9/71,01:36.8,le,4.2,h,34.416,-118.37,6,C,3360254,2,0
11749,57,2/9/71,01:40.1,le,4.1,h,34.416,-118.37,6,C,3360253,1,0
11750,58,2/9/71,01:53.0,le,4.5,h,34.416,-118.37,6,C,3360252,1,0
11751,59,2/9/71,01:54.4,le,4.2,h,34.416,-118.37,6,C,3360251,1,0
11752,60,2/9/71,01:59.1,le,4.1,h,34.416,-118.37,6,C,3360250,1,0
11753,61,2/9/71,02:03.0,le,4.1,h,34.411,-118.401,6,Z,12315507,0,0
11754,62,2/9/71,02:29.9,le,4.7,h,34.416,-118.37,6,C,3360246,1,0
11755,63,2/9/71,02:30.0,le,4.3,h,34.411,-118.401,6,Z,12315511,0,0
11756,64,2/9/71,02:31.0,le,4.7,h,34.411,-118.401,6,Z,12315515,0,0
11757,65,2/9/71,02:45.7,le,5.8,h,34.416,-118.37,6,C,3360245,3,0
11763,71,2/9/71,03:25.1,le,4.4,h,34.416,-118.37,6,C,3360238,1,0
11765,73,2/9/71,03:43.3,le,4.1,h,34.416,-118.37,6,C,3360236,1,0
11766,74,2/9/71,04:07.4,le,4.1,h,34.416,-118.37,6,C,3360235,1,0
11769,77,2/9/71,04:36.0,le,4.2,h,34.416,-118.37,6,C,3360232,3,0
11770,78,2/9/71,04:37.6,le,4.1,h,34.416,-118.37,6,C,3360230,1,0
11771,79,2/9/71,04:42.3,le,4.2,h,34.416,-118.37,6,C,3360226,1,0
11772,80,2/9/71,04:44.1,le,4.1,h,34.416,-118.37,6,C,3360227,1,0
11773,81,2/9/71,04:46.0,le,4.2,h,34.411,-118.401,6,Z,12315527,0,0
11777,85,2/9/71,05:41.3,le,4.1,h,34.416,-118.37,6,C,3360221,2,0
11778,86,2/9/71,05:52.2,le,4.1,h,34.416,-118.37,6,C,3360220,2,0
11786,94,2/9/71,07:44.0,le,4.5,h,34.416,-118.37,6,C,3360209,2,0
11788,96,2/9/71,08:03.4,le,4.2,h,34.416,-118.37,6,C,3360206,3,0
11789,97,2/9/71,08:34.0,le,4.5,h,34.416,-118.37,6,C,3360204,1,0
11790,98,2/9/71,08:53.7,le,4.6,h,34.416,-118.37,6,C,3360203,4,0
11792,100,2/9/71,10:21.3,le,4.64,l,34.246,-118.396,14.6,B,3342443,7,0
11793,101,2/9/71,10:29.0,le,5.3,h,34.416,-118.37,6,C,3360199,1,0
11800,108,2/9/71,22:17.0,le,4.15,l,34.353,-118.316,7.6,C,3342486,11,0
11812,120,2/9/71,34:39.4,le,4.83,l,34.31,-118.414,2.8,B,3342514,13,0
11815,123,2/9/71,40:17.1,le,4.08,l,34.4,-118.455,6.1,C,3342533,13,0
11818,126,2/9/71,43:47.7,le,4.38,l,34.314,-118.428,19,C,3347629,20,0
11844,152,2/9/71,58:20.9,le,4.59,l,34.35,-118.339,13.9,B,3347652,24,0
11847,155,2/9/71,19:27.7,le,4.08,l,34.322,-118.46,10.4,B,3347654,29,0
11913,221,2/10/71,06:36.0,le,4.29,l,34.376,-118.311,10.9,B,3347693,27,0
11914,222,2/10/71,18:07.1,le,4.4,l,34.403,-118.421,9.8,B,3347694,29,0
11930,238,2/10/71,31:33.9,le,4.22,l,34.406,-118.394,0.3,C,3347703,26,0
11936,244,2/10/71,49:53.6,le,4.25,l,34.347,-118.44,12.6,B,3347709,27,0
11937,245,2/10/71,35:26.2,le,4.15,l,34.347,-118.476,1.8,C,3347710,25,0
11943,251,2/10/71,38:55.0,le,4.04,l,34.374,-118.362,12.2,B,3347716,26,0
11945,253,2/10/71,54:41.2,le,4.05,l,34.426,-118.436,0,B,3347717,26,0
12009,317,2/21/71,50:52.3,le,4.43,l,34.383,-118.434,7.9,B,3323345,21,0
12010,318,2/21/71,15:11.5,le,4.25,l,34.346,-118.447,14.2,B,3323346,21,0
12017,325,2/23/71,07:41.1,le,4.19,l,33.401,-116.638,30.9,B,3323354,25,0
12049,357,3/3/71,05:15.7,le,4.09,l,35.66,-118.355,0.9,A,3323213,24,0
12057,365,3/7/71,33:40.0,le,4.2,l,34.346,-118.43,2.4,C,3323221,22,0
12064,372,3/8/71,08:07.6,le,4.2,l,35.661,-118.371,3.3,A,3323232,27,0
12098,406,3/25/71,54:09.6,le,4.16,l,34.301,-118.493,13,B,3323276,22,0
12112,420,3/31/71,52:22.4,le,4.3,l,34.285,-118.464,2.2,B,3322956,22,0
12116,424,4/1/71,03:03.7,le,4.09,l,34.403,-118.418,11.7,B,3322983,30,0
12139,447,4/15/71,14:32.2,le,4.15,l,34.256,-118.511,3.2,C,3323057,19,0
12179,487,5/5/71,56:25.0,le,4.02,l,32.074,-115.653,6,C,3322805,23,0
12219,527,5/25/71,02:53.3,le,4.09,l,33.106,-116.379,6,C,3322917,26,0
12266,574,6/22/71,41:17.9,le,4.22,l,33.715,-117.49,1.6,B,3322532,26,0
12344,652,8/4/71,58:16.4,le,4.34,l,36.949,-115.726,6,D,3322430,27,0
12405,713,9/30/71,46:10.9,le,5.02,l,32.983,-115.804,6,C,3321788,25,0
12543,22,1/19/72,59:42.4,le,4.05,l,32.172,-115.743,6,C,3321676,32,0
12559,38,1/31/72,55:04.3,le,4.01,l,34.306,-116.883,6,C,3321559,30,0
12584,63,2/24/72,56:12.4,re,4.92,l,36.281,-121.713,6,D,3321448,29,0
12617,96,3/17/72,29:01.2,le,4.48,l,32.35,-115.586,6,C,3321488,34,0
12649,128,3/31/72,14:05.2,re,4.09,l,36.925,-120.101,6,C,3321501,31,0
12848,327,7/27/72,31:17.2,le,4.31,l,34.79,-118.892,3.7,C,3321101,31,0
12928,407,9/4/72,04:40.3,re,4.81,l,36.553,-121.379,6,D,3320977,35,0
13270,40,1/15/73,43:27.9,re,4.19,l,36.556,-121.615,6,D,3320433,22,0
13387,157,2/18/73,04:38.9,re,4.02,l,36.944,-115.254,6,D,3320331,29,0
13397,167,2/21/73,45:56.1,le,5.3,w,33.979,-119.05,10,C,3320341,22,0
13718,488,5/26/73,46:34.1,le,4.12,l,32.602,-118.091,6,C,3320007,31,0
13954,724,7/14/73,00:20.2,le,4.49,l,34.431,-116.853,6,C,3319553,49,0
14046,816,8/6/73,29:16.7,le,5.14,l,33.957,-119.475,16.9,B,3319386,37,0
14187,957,9/13/73,30:39.1,le,4.65,l,32.896,-116.229,8.6,B,3319366,30,0
14199,969,9/15/73,03:16.3,le,4.22,l,36.605,-119.308,6,D,3319337,33,0
14364,1134,10/28/73,00:01.4,le,4.47,l,32.597,-118.187,6,C,3318971,30,0
14636,69,1/24/74,02:01.0,le,4.05,l,35.033,-119.079,6,C,3318571,58,0
14808,241,3/9/74,54:31.6,le,4.37,l,34.386,-118.385,8.6,B,3320111,45,0
14919,352,4/5/74,42:50.2,le,4.05,l,34.552,-116.394,6,C,3318502,46,0
15035,468,6/10/74,44:10.0,le,4.14,l,35.526,-117.442,7.6,A,3318137,67,0
15118,551,7/30/74,39:06.9,le,4.26,l,34.627,-116.3,6,C,3318033,39,0
15125,558,7/30/74,36:53.6,le,4.15,l,34.635,-116.335,6,C,3318027,40,0
15641,1074,12/6/74,13:08.4,le,4.34,l,32.699,-115.421,15,C,3317549,44,0
15736,14,1/6/75,17:11.4,re,4.68,l,36.028,-120.574,6,D,3037319,52,0
15765,43,1/12/75,22:13.5,le,4.84,l,32.693,-118.04,6,D,3037348,55,0
15826,104,1/23/75,30:16.9,le,4.13,l,32.924,-115.49,9.4,A,3037421,46,0
15835,113,1/23/75,55:49.3,le,4.39,l,32.915,-115.492,10.3,A,3037430,46,0
15853,131,1/23/75,45:40.5,le,4.23,l,32.939,-115.497,9.6,A,3037447,44,0
15863,141,1/23/75,02:30.0,le,4.84,l,32.952,-115.494,13.6,A,3037458,48,0
16007,285,1/25/75,31:01.5,le,4.3,h,32.986,-115.516,15.4,A,3037600,34,0
16232,510,2/10/75,51:17.4,le,4.33,l,34.406,-116.643,3.4,A,3037845,91,0
16308,586,2/23/75,07:03.4,le,4.26,l,32.188,-115.476,6,D,3037927,70,0
16695,973,4/17/75,18:33.4,le,4.06,l,35.773,-118.606,3.1,A,3076282,91,0
16820,1098,5/2/75,03:22.9,le,4.25,l,35.218,-117.617,1,C,3021953,102,0
16885,1163,5/13/75,21:35.6,le,4.56,l,35.007,-119.097,24.1,B,3022027,104,0
16986,1264,6/1/75,38:48.7,le,5.28,l,34.512,-116.488,0.1,A,3022138,90,0
17107,1385,6/5/75,46:45.1,le,4.09,l,35.052,-119,1,C,3022245,80,0
17334,1612,6/20/75,48:23.9,le,4.09,l,32.771,-115.434,15.6,A,3022719,59,0
