"","X","YYYY.MM.DD","HH.mm.SS.ss","ET","MAG","M","LAT","LON","DEPTH","Q","EVID","NPH","NGRM"
"73",72,"1938/04/12","16:24:33.21","le",4.81,"l",32.56,-115.047,6,"D",3364581,9,0
"77",76,"1938/04/13","19:29:44.57","le",4.84,"l",32.48,-115.272,6,"C",3364585,9,0
"94",93,"1938/04/28","06:07:26.45","le",4.68,"l",32.6,-118.2,6,"D",3364603,12,0
"114",113,"1938/05/31","08:34:55.42","le",5.23,"l",33.699,-117.511,10.2,"C",3364626,11,0
"128",127,"1938/06/06","02:42:41.93","le",4.92,"l",32.273,-115.191,6,"C",3364641,11,0
"209",208,"1938/08/18","07:39:44.47","le",4.54,"l",34.818,-116.047,6,"D",3364732,17,0
"225",224,"1938/09/17","14:23:05.36","le",4.75,"l",35.622,-117.659,6,"C",3364749,23,0
"242",241,"1938/09/27","12:23:46.40","re",4.9,"l",36.357,-121.212,6,"D",3364767,15,0
"303",13,"1939/01/07","20:21:49.32","le",4.75,"l",35.952,-117.584,6,"C",3364850,18,0
"349",59,"1939/02/23","09:18:46.75","le",4.63,"l",34.902,-119.012,6,"C",3364903,18,0
"411",121,"1939/05/01","23:53:09.38","le",4.99,"l",32.026,-117.684,6,"D",3364975,14,0
"412",122,"1939/05/01","23:57:56.09","le",4.52,"l",32.225,-116.508,6,"D",3364976,13,0
"450",160,"1939/06/24","16:27:29.38","le",5.25,"l",32.062,-117.516,6,"D",3365037,14,0
"562",272,"1939/12/27","19:28:48.59","le",4.51,"l",33.744,-118.328,6,"C",3365178,13,0
"565",275,"1939/12/28","12:15:32.15","re",5.17,"l",35.953,-120.973,6,"D",3365181,11,0
"613",42,"1940/02/28","17:28:06.82","le",4.55,"l",33.15,-115.983,6,"C",3365234,12,0
"645",74,"1940/05/18","05:03:59.66","le",5.31,"l",34.089,-116.282,6,"C",3365269,10,0
"646",75,"1940/05/18","05:51:21.94","le",5.2,"l",34.037,-116.306,6,"C",3365270,7,0
"647",76,"1940/05/18","06:04:31.79","le",4.52,"l",34.042,-116.262,6,"C",3365271,7,0
"648",77,"1940/05/18","07:21:34.47","le",4.96,"l",34.026,-116.314,6,"C",3365272,7,0
"655",84,"1940/05/19","04:36:40.50","le",6.9,"w",32.844,-115.381,6,"D",3365279,10,0
"656",85,"1940/05/19","04:48:49.30","le",4.71,"l",32.833,-115.5,6,"C",3365280,2,0
"657",86,"1940/05/19","04:54:56.18","le",5.15,"l",32.833,-115.5,6,"C",3365281,4,0
"659",88,"1940/05/19","05:44:37.23","le",4.91,"l",32.833,-115.5,6,"C",3365283,5,0
"661",90,"1940/05/19","05:51:38.13","le",5.41,"l",32.855,-115.5,6,"C",3365285,4,0
"662",91,"1940/05/19","05:57:19.36","le",4.71,"l",32.833,-115.5,6,"C",3365286,4,0
"663",92,"1940/05/19","06:17:45.85","le",4.71,"l",32.833,-115.5,6,"C",3365287,2,0
"664",93,"1940/05/19","06:33:21.40","le",5.18,"l",32.833,-115.5,6,"C",3365288,6,0
"665",94,"1940/05/19","06:35:33.45","le",5.18,"l",32.833,-115.5,6,"C",3365289,2,0
"697",126,"1940/06/01","05:27:01.92","le",4.56,"l",34.105,-116.272,6,"C",3365321,10,0
"704",133,"1940/06/01","23:59:28.00","le",4.68,"l",32.5,-115,6,"D",3365328,7,0
"706",135,"1940/06/04","10:35:08.12","le",5.03,"l",32.966,-116.315,6,"D",3365330,8,0
"828",257,"1940/10/11","05:57:13.51","le",4.7,"l",33.778,-118.472,6,"C",3365468,12,0
"978",102,"1941/07/01","07:50:56.96","le",5.47,"l",34.329,-119.564,9.6,"D",3365643,8,0
"1003",127,"1941/07/01","23:53:42.37","le",4.54,"l",34.254,-119.664,9.7,"D",3365668,10,0
"1018",142,"1941/07/12","16:18:53.04","le",4.68,"l",34.173,-119.591,6,"C",3365685,12,0
"1074",198,"1941/09/21","19:53:08.83","le",5.1,"l",34.838,-118.933,6,"C",3365754,11,0
"1093",217,"1941/10/22","06:57:18.96","le",4.69,"l",33.811,-118.301,0.2,"C",3365787,8,0
"1099",223,"1941/11/14","08:41:37.65","le",5.12,"l",33.791,-118.264,6,"C",3365807,10,0
"1123",247,"1941/12/24","07:30:08.65","le",4.59,"l",32.37,-115.962,6,"C",3365838,8,0
"1154",30,"1942/02/01","15:18:28.79","le",4.6,"l",34.419,-116.813,6,"C",3365890,13,0
"1175",51,"1942/03/03","01:03:25.85","le",4.82,"l",34.001,-115.847,6,"C",3365922,12,0
"1230",106,"1942/05/23","15:47:33.78","le",4.87,"l",32.995,-116.25,6,"C",3365989,13,0
"1273",149,"1942/08/07","01:15:34.48","le",4.62,"l",34.248,-116.37,6,"C",3366044,15,0
"1291",167,"1942/09/04","06:34:32.97","le",4.53,"l",34.664,-118.983,20,"C",3366068,12,0
"1316",192,"1942/10/21","16:22:11.98","le",6.6,"w",32.975,-115.785,6,"C",3366099,17,0
"1317",193,"1942/10/21","16:25:16.23","le",4.61,"l",32.953,-115.675,6,"C",3366100,5,0
"1324",200,"1942/10/22","01:50:37.08","le",5.63,"l",33.266,-115.572,6,"C",3366107,17,0
"1330",206,"1942/10/22","18:13:27.66","le",4.68,"l",32.935,-116.001,6,"C",3366113,10,0
"1458",58,"1943/03/17","00:40:41.12","le",4.6,"l",32.428,-115.27,6,"D",3366263,17,0
"1561",161,"1943/08/29","03:45:14.31","le",5.28,"l",34.268,-116.968,6,"C",3366373,13,0
"1638",238,"1943/12/22","15:50:28.60","le",5.11,"l",34.37,-115.819,6,"C",3366459,19,0
"1715",72,"1944/06/12","10:45:34.68","le",5.06,"l",33.989,-116.731,6,"C",3366543,20,0
"1718",75,"1944/06/12","11:16:35.81","le",5.24,"l",34.002,-116.699,6,"C",3366546,18,0
"1757",114,"1944/07/03","05:38:24.00","le",4.57,"l",35.368,-117.847,6,"C",3366587,20,0
"1862",219,"1944/12/23","08:16:21.37","le",4.55,"l",36.553,-117.44,6,"C",3360996,18,0
"1912",47,"1945/03/20","21:55:08.22","le",4.87,"l",34.238,-116.141,6,"C",3360727,22,0
"1919",54,"1945/04/01","23:43:45.43","le",4.94,"l",34.127,-119.823,0.1,"C",3360909,20,0
"1983",118,"1945/08/15","17:56:18.39","le",5.77,"l",33.082,-115.631,6,"C",3360494,13,0
"2043",2,"1946/01/08","18:54:19.63","le",5.33,"l",33.111,-116.001,6,"D",3360124,14,0
"2077",36,"1946/03/15","13:21:01.91","le",5.43,"l",35.723,-117.941,6,"C",3360172,12,0
"2078",37,"1946/03/15","13:49:37.09","le",6.3,"h",35.702,-117.944,6,"C",3360174,10,0
"2079",38,"1946/03/15","14:00:36.68","le",5.19,"l",35.691,-117.75,6,"C",3360176,11,0
"2082",41,"1946/03/15","19:18:54.84","le",5.43,"l",35.678,-117.82,6,"C",3360181,13,0
"2083",42,"1946/03/15","21:54:35.12","le",5.04,"l",35.697,-118.052,6,"D",3360183,11,0
"2094",53,"1946/03/16","09:46:18.75","le",4.83,"l",35.703,-118.102,0.5,"C",3360191,15,0
"2127",86,"1946/03/18","10:05:55.96","le",4.58,"l",35.75,-117.709,6,"D",3360215,12,0
"2130",89,"1946/03/18","15:49:26.71","le",4.6,"l",35.76,-117.889,6,"C",3360219,11,0
"2131",90,"1946/03/18","15:50:42.81","le",5.24,"l",35.779,-117.778,6,"D",3360225,10,0
"2266",225,"1946/06/04","12:05:26.66","le",4.7,"l",33.986,-115.704,6,"C",3359625,16,0
"2281",240,"1946/06/15","19:46:50.85","le",4.75,"l",32.207,-116.259,31.8,"D",3359639,15,0
"2324",283,"1946/07/18","14:27:57.99","le",5.51,"l",34.502,-115.915,6,"C",3359696,18,0
"2389",348,"1946/09/28","07:19:10.42","le",4.87,"l",33.935,-116.867,12.8,"B",3359589,13,0
"2487",35,"1947/02/06","17:20:41.56","le",4.55,"l",35.66,-117.854,6,"C",3358855,21,0
"2555",103,"1947/04/10","15:58:05.11","le",6.5,"w",34.983,-116.531,6,"C",3358945,12,0
"2556",104,"1947/04/10","16:03:00.33","le",5,"l",35.017,-116.719,6,"C",3358946,11,0
"2572",120,"1947/04/10","17:18:21.06","le",4.8,"l",34.972,-116.429,6,"C",3358953,22,0
"2607",155,"1947/04/11","07:47:08.79","le",4.99,"l",34.959,-116.526,6,"C",3358974,33,0
"2653",201,"1947/04/19","02:29:09.05","le",4.51,"l",34.958,-116.562,6,"C",3358384,27,0
"2719",267,"1947/05/11","05:06:20.94","le",4.66,"l",34.306,-116.192,6,"C",3358488,22,0
"2818",366,"1947/07/24","22:10:46.82","le",5.3,"l",33.994,-116.481,6,"C",3358693,17,0
"2821",369,"1947/07/24","22:54:28.12","le",4.69,"l",33.91,-116.517,6,"C",3358700,13,0
"2826",374,"1947/07/25","00:46:30.67","le",4.82,"l",34.064,-116.415,6,"C",3358709,18,0
"2839",387,"1947/07/25","06:19:49.50","le",5.24,"l",34.03,-116.406,6,"C",3358256,18,0
"2850",398,"1947/07/26","02:49:42.46","le",4.95,"l",33.987,-116.504,6,"C",3358272,21,0
"3011",559,"1947/11/18","21:59:05.81","le",4.96,"l",33.172,-119.457,6,"C",3358068,33,0
"3111",53,"1948/02/24","08:15:10.48","le",5.2,"l",32.498,-118.585,6,"C",3357743,23,0
"3119",61,"1948/02/27","06:21:35.67","le",4.65,"l",32.434,-118.586,6,"C",3357728,36,0
"3123",65,"1948/03/01","08:12:13.52","le",4.6,"l",34.266,-117.474,2.5,"A",3357723,29,0
"3178",120,"1948/04/16","22:26:25.30","le",4.55,"l",33.9,-118.985,6,"C",3357617,29,0
"3377",319,"1948/12/04","23:43:16.41","le",6,"w",33.983,-116.331,6,"C",9860350,11,0
"3381",323,"1948/12/05","00:07:20.60","le",4.73,"l",33.922,-116.365,6,"C",3356624,21,0
"3662",114,"1949/05/02","11:25:46.90","le",5.69,"l",34,-115.696,6,"C",3356151,26,0
"3874",326,"1949/08/27","14:51:44.12","le",4.73,"l",34.179,-120.778,6,"C",3355694,30,0
"3937",389,"1949/11/04","20:42:38.77","le",5.66,"l",32.127,-116.75,6,"C",3355574,26,0
"4234",200,"1950/07/27","11:29:24.59","le",4.76,"l",33.022,-115.513,6,"C",3344212,21,0
"4242",208,"1950/07/28","03:25:28.21","le",4.59,"l",33.087,-115.487,6,"D",3344228,16,0
"4253",219,"1950/07/28","17:26:46.65","le",4.56,"l",33.26,-115.505,6,"D",3344238,16,0
"4255",221,"1950/07/28","17:50:46.29","le",5.33,"l",33.089,-115.448,6,"D",3344239,14,0
"4256",222,"1950/07/28","17:58:08.67","le",4.7,"l",32.902,-115.54,6,"C",3344240,12,0
"4268",234,"1950/07/29","14:36:31.93","le",5.42,"l",33.088,-115.664,6,"D",3344251,17,0
"4285",251,"1950/08/01","08:37:21.30","le",4.7,"l",33.215,-115.724,6,"D",3342844,18,0
"4338",304,"1950/09/05","19:19:56.77","le",4.76,"l",33.726,-116.697,6.4,"B",3344132,24,0
"4550",8,"1951/01/24","07:16:52.62","le",5.95,"l",32.622,-115.119,6,"C",3322622,21,0
"4573",31,"1951/02/15","10:48:00.22","le",4.71,"l",33.482,-116.601,3.4,"C",3322675,20,0
"4574",32,"1951/02/15","10:49:57.23","le",4.58,"l",33.452,-116.489,6,"C",3322677,10,0
"4710",168,"1951/09/02","16:27:45.44","le",4.69,"l",32.02,-117.275,6,"D",3322379,20,0
"4784",242,"1951/12/26","00:46:54.43","le",5.75,"l",32.916,-118.305,6,"C",3322187,22,0
"4826",35,"1952/02/13","15:13:34.51","le",4.61,"l",32.807,-118.381,6,"C",3322069,23,0
"4895",104,"1952/05/24","04:15:12.84","re",4.78,"l",36.156,-114.461,6,"D",3319549,29,0
"4930",139,"1952/07/21","11:52:14.54","le",7.5,"w",34.958,-118.998,6,"C",3319401,22,0
"4933",142,"1952/07/21","11:58:00.00","le",4.6,"h",35,-119.033,0,"Z",10084406,0,0
"4936",145,"1952/07/21","12:05:31.24","le",5.8,"h",34.973,-119.066,6,"C",3319398,14,0
"4937",146,"1952/07/21","12:06:00.00","le",5.4,"h",35,-119,0,"C",3319397,0,0
"4938",147,"1952/07/21","12:07:00.00","le",5.18,"h",35,-119,0,"C",3319396,0,0
"4939",148,"1952/07/21","12:10:00.02","le",4.53,"l",35.1,-118.8,6,"C",3319395,1,0
"4940",149,"1952/07/21","12:12:00.02","le",4.75,"l",35.1,-118.8,6,"C",3319393,1,0
"4942",151,"1952/07/21","12:19:36.19","le",5.2,"l",35.02,-118.83,6,"C",3319392,15,0
"4943",152,"1952/07/21","12:22:00.00","le",4.97,"l",35.1,-118.8,6,"Z",10086310,0,0
"4944",153,"1952/07/21","12:25:19.56","le",4.73,"h",34.854,-118.879,6,"C",3319391,8,0
"4951",160,"1952/07/21","13:13:05.91","le",4.51,"l",34.997,-118.981,6,"C",3319158,13,0
"4958",167,"1952/07/21","13:59:55.57","le",4.88,"l",35.069,-118.85,6,"D",3319129,3,0
"4965",174,"1952/07/21","15:13:58.54","le",4.93,"l",35.187,-118.564,6,"C",3319128,21,0
"4974",183,"1952/07/21","16:38:40.01","le",4.52,"l",34.974,-118.913,6,"C",3319104,13,0
"4980",189,"1952/07/21","17:42:44.83","le",4.66,"l",35.291,-118.477,6,"C",3319095,18,0
"4982",191,"1952/07/21","18:00:25.86","le",4.6,"l",35.174,-118.737,6,"C",3319093,13,0
"4987",196,"1952/07/21","19:41:22.62","le",5.19,"l",35.115,-118.792,6,"C",3319075,24,0
"5010",219,"1952/07/22","08:47:33.37","le",4.64,"l",35.079,-118.766,6,"C",3318797,26,0
"5014",223,"1952/07/22","13:31:42.74","le",4.71,"l",34.926,-118.98,6,"C",3318794,35,0
"5023",232,"1952/07/22","22:31:33.62","le",4.64,"l",34.962,-118.908,6,"C",3318784,34,0
"5025",234,"1952/07/23","00:38:31.81","le",5.43,"h",35.372,-118.565,6,"C",3318780,26,0
"5027",236,"1952/07/23","00:47:36.88","le",4.62,"l",35.407,-118.644,6,"C",3318778,29,0
"5028",237,"1952/07/23","03:19:22.25","le",5.07,"l",35.378,-118.628,6,"C",3318777,30,0
"5030",239,"1952/07/23","04:01:39.20","le",4.81,"l",35.342,-118.555,6,"C",3318775,27,0
"5031",240,"1952/07/23","05:46:03.01","le",4.58,"l",35.338,-118.559,6,"C",3318253,25,0
"5035",244,"1952/07/23","07:37:00.03","le",4.78,"l",35.264,-118.527,6,"C",3318257,30,0
"5036",245,"1952/07/23","07:53:18.13","le",5.55,"l",34.988,-118.803,6,"C",3318258,24,0
"5039",248,"1952/07/23","13:17:05.67","le",5.51,"l",35.166,-118.799,6,"C",3318262,24,0
"5047",256,"1952/07/23","18:13:50.17","le",5.13,"l",34.996,-118.93,15.2,"B",3318277,32,0
"5098",307,"1952/07/25","13:13:08.23","le",4.93,"l",35.316,-118.481,1,"C",3318457,36,0
"5100",309,"1952/07/25","19:09:45.29","le",5.55,"l",35.332,-118.463,6,"C",3318460,27,0
"5101",310,"1952/07/25","19:43:23.50","le",5.62,"l",35.304,-118.468,6,"C",3318463,23,0
"5102",311,"1952/07/25","20:06:06.28","le",4.74,"l",35.33,-118.422,6,"C",3318465,32,0
"5118",327,"1952/07/26","22:41:02.70","le",4.54,"l",35.179,-118.62,6,"C",3318703,36,0
"5141",350,"1952/07/29","07:03:46.25","le",5.72,"l",35.357,-118.895,6,"C",3317823,21,0
"5144",353,"1952/07/29","08:01:45.83","le",5.19,"l",35.403,-118.82,6,"C",3318185,26,0
"5149",358,"1952/07/29","15:49:50.22","le",4.78,"l",35.189,-118.596,6,"C",3317847,30,0
"5151",360,"1952/07/29","19:51:31.75","le",4.57,"l",35.346,-118.977,6,"C",3317850,27,0
"5157",366,"1952/07/31","12:09:09.13","le",5.64,"l",35.249,-118.497,6,"C",3317866,21,0
"5159",368,"1952/07/31","17:19:08.02","le",4.64,"l",35.283,-118.529,6,"C",3317869,28,0
"5161",370,"1952/07/31","19:53:13.09","le",4.7,"l",35.352,-119.018,6,"C",3317872,27,0
"5162",371,"1952/08/01","03:16:11.79","le",4.54,"l",35.301,-118.476,6,"C",3317874,32,0
"5164",373,"1952/08/01","13:04:29.18","le",4.92,"l",34.904,-118.996,6,"C",3317879,25,0
"5178",387,"1952/08/07","16:31:50.61","le",5.03,"l",35.045,-119.094,6,"C",3317936,20,0
"5186",395,"1952/08/10","12:23:16.69","le",4.59,"l",35.318,-118.448,1,"C",3306475,24,0
"5190",399,"1952/08/13","04:29:39.07","le",4.63,"l",35.286,-118.427,0.5,"C",3306532,25,0
"5191",400,"1952/08/13","17:39:25.60","le",4.68,"l",35.089,-118.681,6,"C",3306533,21,0
"5201",410,"1952/08/18","04:40:10.04","le",4.7,"l",35.035,-119.077,13,"A",3306593,21,0
"5208",417,"1952/08/22","22:41:23.48","le",5.52,"l",35.352,-118.954,6,"C",3306746,20,0
"5210",419,"1952/08/23","10:09:06.82","le",4.75,"l",34.508,-118.174,6,"C",3306750,30,0
"5214",423,"1952/08/25","06:20:26.10","le",4.66,"l",35.057,-118.952,6,"C",3306754,23,0
"5219",428,"1952/08/30","04:55:59.47","le",4.71,"l",35.318,-118.483,0.1,"A",3306759,22,0
"5225",434,"1952/09/02","12:41:32.52","le",4.61,"l",35.068,-118.703,6,"C",3306768,22,0
"5227",436,"1952/09/02","20:45:56.83","le",4.7,"l",34.909,-118.989,6.4,"C",3306770,27,0
"5277",486,"1952/11/07","08:55:35.01","le",4.53,"l",34.964,-119.1,8.3,"C",3307201,23,0
"5288",497,"1952/11/22","07:46:36.32","re",6.2,"l",35.723,-121.328,6,"D",3307216,18,0
"5533",187,"1953/04/29","12:47:45.02","le",4.69,"l",34.99,-118.72,8.6,"B",3303154,22,0
"5599",253,"1953/05/25","03:24:00.47","le",4.77,"l",34.971,-119.049,3.2,"B",3304007,20,0
"5633",287,"1953/06/14","04:17:26.70","le",5.47,"l",32.892,-115.504,6,"D",3304047,19,0
"5635",289,"1953/06/14","04:30:01.76","le",4.8,"l",33.567,-115.251,6,"D",3304049,18,0
"5805",459,"1953/10/07","14:59:21.28","le",4.7,"l",34.996,-118.828,3.8,"C",3300189,22,0
"5859",513,"1953/11/24","05:46:06.84","le",4.79,"l",35.794,-116.899,6,"C",3300252,24,0
"5890",544,"1953/12/15","12:44:35.69","le",4.64,"l",35.198,-118.848,6,"C",3300290,39,0
"5934",17,"1954/01/12","23:33:48.28","le",5.4,"l",34.982,-119.061,0,"C",3301140,37,0
"5940",23,"1954/01/13","01:45:31.10","le",4.6,"l",35.036,-119.087,8.5,"A",3301121,39,0
"5983",66,"1954/01/27","14:19:48.19","le",4.96,"l",35.143,-118.586,6,"C",3301213,33,0
"5988",71,"1954/02/01","04:23:45.79","le",5.21,"l",32.203,-114.555,6,"D",3301218,19,0
"5989",72,"1954/02/01","04:31:48.85","le",5.66,"l",32.195,-114.352,6,"D",3301219,21,0
"5999",82,"1954/02/07","00:09:53.23","le",4.56,"l",35.045,-119.082,7.9,"C",3301253,27,0
"6004",87,"1954/02/10","23:58:38.28","le",4.61,"l",34.93,-119.099,9.6,"B",3301260,27,0
"6018",101,"1954/02/24","22:30:22.55","le",4.67,"l",35.06,-119.049,8.1,"B",3298682,46,0
"6052",135,"1954/03/19","09:54:27.83","le",6.4,"w",33.298,-116.081,6,"D",3299653,24,0
"6053",136,"1954/03/19","09:55:56.19","le",4.79,"l",33.3,-116.08,6,"D",3299654,4,0
"6054",137,"1954/03/19","09:57:05.07","le",4.53,"l",33.3,-116.08,6,"D",3299655,4,0
"6069",152,"1954/03/19","10:21:16.33","le",5.48,"l",33.209,-116.098,6,"C",3299672,24,0
"6121",204,"1954/03/20","04:19:18.17","le",4.74,"l",33.246,-116.079,6,"C",3299731,31,0
"6136",219,"1954/03/23","04:14:48.33","le",4.93,"l",33.262,-116.035,6,"C",3299750,31,0
"6255",338,"1954/05/23","23:52:43.13","le",5.03,"l",34.968,-119.002,14.5,"A",3299932,31,0
"6355",438,"1954/08/26","13:48:01.61","le",4.76,"l",33.87,-119.541,6,"C",3298426,29,0
"6506",47,"1955/02/18","15:27:28.38","le",4.53,"l",32.069,-116.104,6,"D",3297733,38,0
"6515",56,"1955/03/02","15:59:00.91","re",4.77,"l",35.902,-120.999,6,"D",3297743,28,0
"6560",101,"1955/04/25","10:43:07.42","le",4.89,"l",32.466,-114.989,6,"D",3297793,25,0
"6582",123,"1955/05/28","19:44:20.03","le",4.51,"l",35.538,-118.247,6,"C",3297817,42,0
"6719",260,"1955/11/02","19:40:03.82","re",4.87,"l",36.572,-120.7,6,"D",3297331,37,0
"6775",316,"1955/12/17","06:07:27.90","le",5.26,"l",32.955,-115.472,6,"C",3297422,41,0
"6784",325,"1955/12/17","06:52:02.62","le",4.59,"l",32.953,-115.486,6,"D",3297440,33,0
"6811",0,"1956/01/03","00:25:49.13","le",4.71,"l",33.753,-117.491,10.8,"A",3297472,39,0
"6813",2,"1956/01/03","14:24:01.25","le",4.64,"l",32.373,-116.038,6,"C",3297475,51,0
"6869",58,"1956/03/16","20:29:33.73","le",4.7,"l",34.289,-116.775,2.7,"B",3295013,34,0
"6916",105,"1956/05/11","16:30:50.44","le",4.68,"l",34.229,-116.778,11.7,"B",3295148,29,0
"7065",254,"1956/11/16","03:23:01.19","re",5,"l",36.376,-120.885,6,"D",3295741,40,0
"7096",6,"1957/01/24","20:54:47.84","le",4.65,"l",33.062,-116.374,6,"C",3295792,29,0
"7099",9,"1957/02/01","07:52:14.56","le",4.51,"l",33.982,-116.326,6,"C",3295808,32,0
"7138",48,"1957/03/18","18:56:28.18","le",4.82,"l",34.146,-119.203,6,"C",3295906,29,0
"7174",84,"1957/04/25","21:57:36.90","le",5.19,"l",33.119,-115.681,6,"C",3295960,25,0
"7185",95,"1957/04/25","22:24:13.25","le",5.05,"l",33.223,-116.028,6,"D",3295973,16,0
"7188",98,"1957/04/25","22:49:08.86","le",4.72,"l",32.902,-115.965,6,"D",3295977,7,0
"7206",116,"1957/05/26","15:59:33.57","le",4.97,"l",33.274,-116.01,6,"C",3296029,32,0
"7496",151,"1958/10/10","13:05:13.25","re",4.71,"l",36.019,-120.757,6,"C",3296778,27,0
"7527",182,"1958/12/01","03:21:17.62","le",5.75,"l",32.216,-115.754,6,"D",3296828,30,0
"7530",185,"1958/12/01","03:50:05.04","le",4.73,"l",32.023,-115.852,6,"C",3296831,33,0
"7531",186,"1958/12/01","04:26:47.35","le",4.57,"l",32.151,-115.771,6,"C",3296832,34,0
"7532",187,"1958/12/01","06:02:29.88","le",5.39,"l",32.08,-115.882,6,"C",3296833,32,0
"7533",188,"1958/12/01","06:03:00.00","le",4.6,"h",32.15,-115.8,6,"Z",10086466,0,0
"7574",1,"1959/01/05","12:36:02.40","le",4.72,"l",36.165,-118.052,0.2,"C",3296903,29,0
"7699",126,"1959/07/01","23:49:23.62","le",4.63,"l",35.178,-119.087,6,"C",3297109,33,0
"7785",212,"1959/10/01","04:35:33.60","le",4.69,"l",34.42,-120.577,6,"C",3297214,40,0
"7862",20,"1960/02/03","08:37:17.84","le",4.64,"l",32.077,-116.043,6,"C",3351652,22,0
"8041",15,"1961/01/28","08:12:46.26","le",5.05,"l",35.758,-118.041,6,"C",3347759,24,0
"8144",118,"1961/07/31","00:07:06.69","re",4.64,"l",35.88,-120.347,6,"C",3344833,24,0
"8161",135,"1961/08/23","01:00:47.58","le",4.69,"l",33.053,-116.226,6,"C",3344781,12,0
"8175",149,"1961/09/12","19:18:49.21","le",4.75,"l",32.742,-115.57,6,"D",3344797,18,0
"8244",218,"1961/10/19","05:09:44.52","le",5.13,"l",35.864,-117.795,6.3,"B",3344648,28,0
"8249",223,"1961/10/20","19:49:50.18","le",4.58,"l",33.671,-117.984,0.6,"A",3344656,23,0
"8286",260,"1961/11/15","05:38:55.62","le",4.97,"l",34.946,-118.987,5.5,"B",3344602,20,0
"8413",93,"1962/05/27","01:45:40.74","le",5.1,"h",32.258,-115.769,6,"D",10086670,16,0
"8476",156,"1962/09/16","05:36:16.14","le",4.95,"l",35.759,-118.051,6,"C",3331691,23,0
"8504",184,"1962/10/29","02:42:53.71","le",4.97,"l",34.349,-116.866,6,"C",3331521,24,0
"8611",32,"1963/03/01","00:25:57.93","le",4.64,"l",34.956,-118.971,8.4,"C",3331412,23,0
"8631",52,"1963/03/25","09:28:43.94","le",4.82,"l",35.962,-114.861,6,"D",3332155,25,0
"8670",91,"1963/05/23","09:06:05.27","le",4.51,"l",33.018,-115.576,6,"C",3331314,27,0
"8673",94,"1963/05/23","15:53:01.84","le",4.68,"l",33.006,-115.645,6,"C",3331316,23,0
"8730",151,"1963/07/30","06:34:56.85","le",4.64,"l",34.161,-116.189,6,"C",3331237,24,0
"8772",193,"1963/09/14","03:51:16.77","le",4.7,"l",33.562,-118.329,6,"C",3331219,23,0
"8778",199,"1963/09/16","05:36:16.00","le",4.9,"h",35.75,-118.05,6,"Z",10086718,0,0
"8791",212,"1963/09/23","14:41:52.79","le",5.29,"l",33.704,-116.938,10.7,"B",3331170,23,0
"8813",234,"1963/10/27","14:58:12.27","le",4.57,"l",33.145,-115.425,6,"D",3331111,15,0
"8881",7,"1964/01/06","23:47:13.13","le",4.55,"l",34.373,-116.483,6,"C",3331045,21,0
"9145",74,"1965/04/15","20:08:33.45","le",4.61,"l",34.135,-117.436,6,"C",3330616,23,0
